annual_income,monthly_income,loan_amount,existing_debts,debt_to_income_ratio,number_of_credit_cards,credit_utilization_ratio,payment_history,number_of_late_payments,loan_repayment_history,employment_length,age,savings_balance,previous_defaults,credit_history_length,creditworthiness
164100.0,13954.7,11100.0,31500.0,0.192,1,0.367,Good,1,Mostly Paid,38.2,69,26500.0,No,7.2,Good
129200.0,10686.79,5500.0,19400.0,0.1502,5,0.233,Good,1,Delayed,12.3,30,35700.0,No,5.2,Good
101600.0,8649.53,25900.0,15300.0,0.1506,4,0.52,Poor,2,Mostly Paid,30.6,58,8900.0,No,25.8,Good
38600.0,3002.68,24800.0,6400.0,0.1658,2,0.489,Good,2,Mostly Paid,2.4,20,5100.0,No,2.4,Good
176700.0,14184.04,33100.0,14700.0,0.0832,4,0.326,Excellent,3,All Paid,35.8,56,4300.0,No,20.2,Good
30900.0,2556.1,67700.0,3700.0,0.1197,4,0.713,Good,2,Delayed,3.9,23,1000.0,No,4.6,Good
84100.0,6895.0,61700.0,106600.0,1.2675,5,1.0,Poor,4,Defaulted,3.5,25,10900.0,No,6.4,Bad
21900.0,1614.84,8700.0,3000.0,0.137,4,0.31,Fair,2,Delayed,21.8,44,2100.0,No,10.9,Good
87100.0,7437.95,100100.0,19500.0,0.2239,3,0.566,Fair,2,Mostly Paid,6.3,26,17000.0,No,5.1,Good
41100.0,3666.65,9100.0,23300.0,0.5669,2,0.774,Fair,3,Mostly Paid,0.4,54,900.0,No,9.2,Good
58800.0,4921.08,40200.0,13200.0,0.2245,3,0.245,Excellent,0,All Paid,12.7,50,2000.0,No,14.3,Good
47500.0,3921.83,44100.0,5600.0,0.1179,2,0.567,Poor,3,Mostly Paid,21.4,68,19500.0,No,7.9,Good
32300.0,2704.21,44900.0,7200.0,0.2229,3,0.341,Poor,3,Mostly Paid,20.6,59,5900.0,No,5.1,Good
83200.0,6802.75,15800.0,3000.0,0.0361,2,0.243,Good,3,Delayed,21.2,61,21200.0,Yes,31.9,Good
158900.0,13354.19,19000.0,6600.0,0.0415,3,0.15,Excellent,1,Mostly Paid,8.6,41,59100.0,No,16.8,Good
227800.0,18675.46,32800.0,81000.0,0.3556,2,0.432,Good,2,Delayed,,32,28900.0,No,4.8,Good
33900.0,2610.38,12800.0,25400.0,0.7493,3,0.683,Fair,2,Delayed,8.9,71,10200.0,No,22.7,Bad
102100.0,8350.08,5700.0,39600.0,0.3879,4,0.515,Good,3,Defaulted,14.7,49,15700.0,Yes,14.3,Bad
91000.0,7691.6,33900.0,2100.0,0.0231,2,0.454,Fair,2,Mostly Paid,9.7,49,5100.0,No,14.9,Good
47300.0,3881.17,26900.0,7300.0,0.1543,3,0.303,Good,3,All Paid,23.6,41,4400.0,No,4.7,Good
21300.0,2047.08,42400.0,0.0,0.0,0,0.22,Excellent,1,Mostly Paid,41.6,58,3400.0,No,26.3,Good
96100.0,8169.0,10600.0,20600.0,0.2144,2,0.261,Fair,2,Mostly Paid,7.1,69,7800.0,No,17.9,Good
209100.0,17264.78,69300.0,13500.0,0.0646,4,0.081,Good,0,Mostly Paid,23.4,66,17600.0,No,6.0,Good
85000.0,7210.03,10500.0,51700.0,0.6082,5,1.0,Fair,6,Delayed,,66,7500.0,No,28.1,Bad
57100.0,4676.69,82700.0,1900.0,0.0333,3,0.243,Excellent,2,Defaulted,49.0,75,2000.0,No,39.5,Good
68400.0,5794.64,25900.0,0.0,0.0,4,0.331,Good,1,Mostly Paid,25.4,69,1700.0,No,38.6,Good
34500.0,3045.35,32900.0,6200.0,0.1797,2,0.516,Excellent,3,Delayed,10.5,29,800.0,Yes,6.9,Good
110300.0,9414.61,84400.0,5600.0,0.0508,4,0.339,Good,1,Mostly Paid,36.5,56,3100.0,No,9.1,Good
109200.0,9140.4,17500.0,43900.0,0.402,2,0.945,Fair,3,Defaulted,1.6,19,9700.0,Yes,1.0,Bad
30200.0,2836.69,12000.0,22900.0,0.7583,2,0.553,Fair,3,Mostly Paid,3.7,20,5900.0,No,2.2,Good
156700.0,13146.6,25700.0,2000.0,0.0128,2,0.785,Fair,6,Defaulted,18.2,66,7000.0,Yes,16.9,Bad
40400.0,3393.68,14800.0,6100.0,0.151,2,0.395,Good,2,Mostly Paid,35.5,54,18200.0,No,28.4,Good
282100.0,23447.83,31300.0,120000.0,0.4254,3,0.513,Poor,2,Mostly Paid,38.8,66,93700.0,No,8.3,Good
51400.0,4157.07,16300.0,20300.0,0.3949,2,0.756,Fair,5,Defaulted,9.5,73,8100.0,Yes,34.1,Bad
32700.0,2808.98,75000.0,30000.0,0.9174,3,0.885,Fair,4,All Paid,17.3,34,8900.0,No,3.1,Bad
48200.0,4036.82,37700.0,2600.0,0.0539,0,0.495,Good,1,Mostly Paid,18.7,66,4900.0,No,32.3,Good
57700.0,4860.5,5000.0,4300.0,0.0745,6,0.428,Good,2,Delayed,1.8,19,900.0,No,0.5,Good
24700.0,2154.48,62300.0,1200.0,0.0486,6,0.237,Good,0,All Paid,0.1,19,12100.0,No,0.7,Good
76100.0,6392.99,19000.0,8200.0,0.1078,0,0.343,Fair,2,Delayed,22.8,45,2600.0,No,18.0,Good
79200.0,7002.66,18500.0,30600.0,0.3864,4,0.628,Good,2,Delayed,49.8,71,47300.0,No,22.8,Good
107300.0,8836.07,21900.0,5800.0,0.0541,3,0.581,Fair,3,Mostly Paid,4.5,40,18700.0,No,16.5,Good
21900.0,1911.46,39800.0,4900.0,0.2237,5,0.337,Poor,1,Mostly Paid,35.0,54,2100.0,No,14.1,Good
70600.0,5837.79,25400.0,6600.0,0.0935,1,0.682,Poor,3,Defaulted,32.8,49,,Yes,25.5,Bad
23500.0,1466.04,39700.0,12500.0,0.5319,1,0.625,Fair,5,All Paid,20.8,50,3800.0,No,3.7,Bad
98500.0,8169.64,10600.0,200.0,0.002,4,0.467,Fair,1,Mostly Paid,0.7,18,1000.0,No,0.6,Good
23700.0,1787.7,127900.0,1800.0,0.0759,6,0.665,Good,2,Delayed,15.2,36,2600.0,No,14.1,Bad
177800.0,14803.3,50800.0,49600.0,0.279,2,0.286,Good,1,Mostly Paid,0.2,19,48400.0,No,1.0,Good
98700.0,8219.72,15100.0,3000.0,0.0304,3,0.529,Excellent,2,All Paid,14.5,70,14600.0,No,42.0,Good
66000.0,5577.07,50100.0,12400.0,0.1879,1,0.234,Excellent,0,Mostly Paid,34.3,61,4200.0,No,26.2,Good
57900.0,4718.96,35000.0,10000.0,0.1727,4,0.622,Good,2,Defaulted,6.4,43,5200.0,No,10.4,Good
29100.0,2343.98,9000.0,16700.0,0.5739,3,0.621,Poor,3,Defaulted,31.9,49,12100.0,Yes,14.7,Bad
42400.0,3673.47,11900.0,12500.0,0.2948,4,0.71,Good,3,Delayed,2.8,23,6800.0,No,4.3,Good
152100.0,12513.19,6500.0,46600.0,0.3064,1,0.573,Fair,4,Defaulted,9.6,49,23400.0,Yes,24.6,Bad
172600.0,14015.64,63000.0,120000.0,0.6952,4,0.754,Fair,3,Mostly Paid,8.9,72,112900.0,No,26.9,Good
20000.0,1698.07,33100.0,24200.0,1.21,3,0.584,Poor,3,Mostly Paid,4.8,21,2000.0,Yes,1.3,Bad
78600.0,6764.17,18300.0,25000.0,0.3181,4,0.489,Good,1,Mostly Paid,24.4,72,10800.0,No,14.7,Good
102600.0,8687.84,9700.0,22700.0,0.2212,2,0.752,Fair,4,Delayed,1.2,28,34800.0,No,4.8,Good
82700.0,6926.76,28200.0,23200.0,0.2805,2,0.364,Good,2,Mostly Paid,34.5,73,24000.0,No,17.2,Good
25500.0,2375.13,31100.0,3700.0,0.1451,1,0.434,Excellent,2,Mostly Paid,,34,2100.0,No,6.7,Bad
36000.0,3216.4,47400.0,47300.0,1.3139,1,0.884,Poor,4,Defaulted,20.4,55,1700.0,Yes,26.0,Bad
38700.0,3158.82,127700.0,14200.0,0.3669,2,0.873,Good,4,Delayed,17.7,41,9800.0,Yes,10.3,Bad
135800.0,11366.17,25000.0,14000.0,0.1031,2,0.25,Good,2,Delayed,2.1,22,8600.0,No,2.7,Good
60400.0,5091.43,23200.0,1100.0,0.0182,2,0.5,Fair,3,All Paid,41.7,69,31400.0,No,8.5,Good
63400.0,5265.98,21200.0,900.0,0.0142,5,0.14,Excellent,0,Mostly Paid,10.8,51,2300.0,No,21.5,Good
197600.0,16693.52,66400.0,13600.0,0.0688,2,0.542,Good,2,Mostly Paid,6.7,23,15600.0,Yes,2.6,Good
85900.0,7127.91,10900.0,6800.0,0.0792,4,0.547,Fair,3,Delayed,14.0,39,1500.0,Yes,7.8,Bad
168800.0,13966.61,19700.0,27200.0,0.1611,4,0.469,Excellent,2,Mostly Paid,2.8,28,41500.0,No,5.8,Good
59600.0,4448.36,50200.0,4300.0,0.0721,1,0.317,Fair,1,Mostly Paid,3.9,65,26900.0,No,8.2,Good
30500.0,2382.01,5600.0,9100.0,0.2984,3,0.82,Fair,4,Defaulted,5.9,33,6700.0,Yes,6.2,Bad
192800.0,15803.58,17000.0,13700.0,0.0711,2,0.292,Good,2,Mostly Paid,31.8,50,107600.0,No,22.0,Good
59900.0,4983.59,40900.0,3700.0,0.0618,6,0.169,Excellent,0,All Paid,6.7,26,2100.0,No,2.6,Good
33000.0,2499.26,12200.0,6300.0,0.1909,2,0.229,Excellent,0,All Paid,4.0,23,1100.0,No,4.4,Good
43400.0,3738.4,17600.0,28600.0,0.659,3,1.0,Fair,4,Mostly Paid,13.5,33,16300.0,No,8.4,Good
23400.0,2171.69,28300.0,4400.0,0.188,2,0.442,Poor,2,Mostly Paid,3.6,46,9600.0,No,13.9,Bad
61100.0,5085.44,24200.0,9800.0,0.1604,3,0.227,Excellent,0,Mostly Paid,3.3,20,22200.0,No,1.1,Good
144700.0,11861.53,8900.0,37500.0,0.2592,3,0.494,Good,1,Mostly Paid,4.3,37,46900.0,No,12.4,Good
196300.0,16415.61,102500.0,17500.0,0.0891,1,0.603,Fair,3,Defaulted,33.0,53,18200.0,Yes,17.8,Good
195300.0,16653.7,6600.0,25600.0,0.1311,5,0.429,Good,2,Mostly Paid,3.9,36,10100.0,No,12.5,Good
28700.0,2708.16,53500.0,2100.0,0.0732,5,0.376,Fair,2,Mostly Paid,2.8,43,15700.0,No,8.6,Bad
51300.0,3993.78,7600.0,13100.0,0.2554,1,0.493,Poor,1,Mostly Paid,0.4,20,4300.0,No,1.8,Good
21900.0,1536.36,27000.0,7900.0,0.3607,0,0.442,Poor,2,Delayed,7.0,36,2700.0,No,14.4,Bad
145600.0,11793.43,11800.0,48900.0,0.3359,3,0.564,Fair,2,Mostly Paid,0.1,37,35500.0,No,5.9,Good
48900.0,3847.6,10300.0,4300.0,0.0879,4,0.285,Good,2,Mostly Paid,5.3,49,3900.0,No,25.2,Good
84800.0,7116.99,9700.0,38500.0,0.454,5,0.704,Good,2,Mostly Paid,0.0,24,29500.0,No,2.7,Good
101600.0,8355.33,26100.0,9000.0,0.0886,2,0.673,Good,2,Delayed,38.0,69,2000.0,No,6.6,Good
56500.0,4540.6,30400.0,2800.0,0.0496,3,0.292,Good,2,Mostly Paid,3.9,58,18200.0,No,14.4,Good
43800.0,3857.82,10000.0,5700.0,0.1301,1,0.7,Excellent,2,Defaulted,12.7,50,8600.0,No,6.8,Good
232900.0,19514.35,140900.0,63600.0,0.2731,5,0.486,Good,1,Mostly Paid,1.3,57,40100.0,No,12.5,Good
237000.0,19409.06,15400.0,10900.0,0.046,1,0.314,Poor,2,All Paid,4.1,56,29600.0,No,6.5,Good
42200.0,3713.01,26500.0,13200.0,0.3128,1,0.606,Poor,4,All Paid,11.5,35,3200.0,Yes,4.0,Bad
62500.0,5309.54,13500.0,37300.0,0.5968,4,0.929,Fair,5,Delayed,26.0,57,8300.0,Yes,7.5,Bad
254400.0,21305.65,28800.0,26500.0,0.1042,4,0.348,Good,1,All Paid,1.9,18,30900.0,No,0.5,Good
20300.0,1577.57,54400.0,3600.0,0.1773,1,0.253,Good,2,Mostly Paid,4.4,28,4100.0,No,3.4,Good
54600.0,4512.54,30800.0,4200.0,0.0769,3,0.425,Fair,3,All Paid,7.4,45,4100.0,No,21.2,Good
26900.0,1847.12,16800.0,3600.0,0.1338,3,0.275,Excellent,2,Mostly Paid,37.4,74,900.0,No,43.6,Good
66300.0,5698.4,15000.0,400.0,0.006,10,0.327,Excellent,1,Mostly Paid,7.1,42,2600.0,No,17.3,Good
21600.0,1600.21,54800.0,19900.0,0.9213,2,0.872,Fair,4,Mostly Paid,49.6,67,5700.0,No,5.4,Bad
54000.0,4325.87,9400.0,8700.0,0.1611,2,0.457,,2,Mostly Paid,2.7,40,700.0,No,2.8,Good
36200.0,2839.84,21200.0,16900.0,0.4669,2,0.536,Good,4,Delayed,21.7,48,14600.0,No,3.3,Good
69500.0,6151.75,10700.0,3200.0,0.046,3,0.286,Good,1,Defaulted,11.1,47,17000.0,Yes,10.7,Bad
300000.0,24866.26,15400.0,120000.0,0.4,2,0.891,Fair,3,Mostly Paid,2.6,59,88200.0,Yes,33.0,Good
124800.0,10588.45,10800.0,73700.0,0.5905,1,1.0,Fair,5,Delayed,21.6,52,45600.0,No,25.5,Good
141500.0,11786.87,81200.0,53400.0,0.3774,5,0.505,Poor,3,Delayed,5.9,24,4200.0,No,1.9,Good
85600.0,6967.51,51100.0,60000.0,0.7009,2,0.842,Fair,3,Mostly Paid,1.4,33,30100.0,No,6.2,Bad
22800.0,1697.92,33800.0,1300.0,0.057,5,0.512,Good,2,Defaulted,22.4,43,3700.0,No,17.6,Bad
35100.0,2799.23,13900.0,6800.0,0.1937,1,0.379,Fair,3,All Paid,43.6,65,15700.0,No,30.3,Good
188400.0,15685.11,30000.0,54700.0,0.2903,4,0.493,Good,1,Mostly Paid,1.6,74,82500.0,No,11.0,Good
49600.0,4253.68,30700.0,13500.0,0.2722,7,0.58,Fair,3,All Paid,37.5,69,700.0,No,9.1,Good
27100.0,2164.13,36200.0,16000.0,0.5904,3,0.679,,2,Mostly Paid,16.4,66,3100.0,No,23.5,Good
98800.0,8131.65,7200.0,7200.0,0.0729,3,0.332,Fair,2,Mostly Paid,2.5,19,15300.0,No,0.5,Good
43100.0,3415.44,131300.0,2500.0,0.058,1,0.378,Excellent,1,Mostly Paid,1.9,18,10300.0,No,0.7,Good
40400.0,3127.86,26900.0,3500.0,0.0866,4,0.69,Poor,3,All Paid,22.5,65,3200.0,No,13.3,Bad
300000.0,24744.46,96400.0,120000.0,0.4,7,,Poor,2,Delayed,3.9,29,17900.0,Yes,2.8,Good
146900.0,12439.27,5300.0,120000.0,0.8169,2,0.541,Fair,2,Delayed,5.5,22,14600.0,No,1.1,Bad
54100.0,4402.57,15000.0,13700.0,0.2532,10,0.559,Good,2,Mostly Paid,35.9,54,8000.0,No,4.9,Good
275100.0,22836.94,8800.0,57400.0,0.2087,2,0.325,Poor,3,All Paid,4.8,49,166600.0,Yes,17.6,Good
88300.0,7225.01,56400.0,24600.0,0.2786,5,0.594,Fair,3,All Paid,12.4,72,25900.0,No,11.8,Good
108100.0,8944.96,18500.0,31100.0,0.2877,0,0.519,Fair,4,Delayed,8.9,26,12600.0,No,2.4,Good
22100.0,1915.88,69200.0,1200.0,0.0543,6,0.408,Fair,1,Mostly Paid,15.1,58,700.0,No,25.7,Bad
28400.0,2269.29,67500.0,9900.0,0.3486,4,0.638,Fair,5,Defaulted,29.9,52,1500.0,No,4.9,Bad
85200.0,7136.15,43600.0,15400.0,0.1808,3,0.475,Good,2,Defaulted,15.6,36,10900.0,No,4.6,Good
169000.0,14366.98,43400.0,36900.0,0.2183,2,0.409,Fair,2,Defaulted,11.1,65,57300.0,No,9.8,Good
83500.0,6794.4,47200.0,800.0,0.0096,2,0.256,Fair,2,Mostly Paid,16.6,33,8500.0,No,1.7,Good
29400.0,2362.11,44200.0,12800.0,0.4354,3,0.693,Fair,2,All Paid,4.0,20,5000.0,No,1.4,Bad
28000.0,2461.55,22100.0,15200.0,0.5429,4,0.658,Poor,3,Delayed,11.1,37,13000.0,Yes,4.7,Bad
140800.0,12032.79,45200.0,40800.0,0.2898,3,0.726,Fair,3,Delayed,7.6,41,69500.0,Yes,13.0,Good
29800.0,2234.87,84700.0,12300.0,0.4128,1,0.747,Fair,3,Defaulted,19.7,71,1900.0,Yes,24.4,Bad
67700.0,5301.51,19200.0,15000.0,0.2216,2,0.549,Poor,3,All Paid,2.8,73,1100.0,Yes,31.8,Good
22500.0,1874.88,106400.0,6500.0,0.2889,6,0.662,Excellent,2,Mostly Paid,15.4,50,2100.0,No,26.0,Bad
25500.0,2104.22,5500.0,3800.0,0.149,5,0.254,Fair,1,Defaulted,12.2,41,6600.0,Yes,6.1,Bad
92500.0,7848.37,20000.0,43600.0,0.4714,2,0.658,Good,2,Mostly Paid,22.0,69,56300.0,No,29.4,Good
96000.0,8109.51,10000.0,18200.0,0.1896,3,0.291,Poor,3,Mostly Paid,11.6,28,2000.0,No,7.5,Good
47200.0,3926.54,9700.0,16100.0,0.3411,2,0.865,Fair,4,Delayed,39.5,66,800.0,Yes,37.7,Bad
35800.0,3193.18,64100.0,10400.0,0.2905,2,0.4,Excellent,2,Delayed,5.9,25,15900.0,Yes,4.3,Bad
129200.0,10630.46,92700.0,47000.0,0.3638,3,0.821,Poor,4,Delayed,4.1,53,36100.0,Yes,6.9,Bad
35900.0,3033.98,57600.0,16600.0,0.4624,3,0.758,Fair,4,Mostly Paid,19.7,55,35400.0,Yes,5.2,Bad
70800.0,5656.86,136400.0,15300.0,0.2161,4,0.716,Excellent,2,All Paid,39.0,57,7700.0,No,11.8,Good
244200.0,20341.57,13500.0,120000.0,0.4914,5,,Excellent,3,All Paid,11.2,37,26800.0,Yes,15.0,Good
30400.0,2241.11,10300.0,6300.0,0.2072,1,0.55,Fair,4,Delayed,0.5,52,1600.0,Yes,16.7,Bad
203800.0,16760.16,30700.0,120000.0,0.5888,2,0.732,Good,2,Defaulted,29.5,65,5500.0,Yes,24.3,Bad
33100.0,3100.22,66800.0,13900.0,0.4199,2,0.6,Poor,3,Mostly Paid,20.7,42,6200.0,No,13.2,Bad
74500.0,5843.43,6400.0,4200.0,0.0564,0,0.511,Good,2,Mostly Paid,19.9,52,7200.0,No,11.6,Good
50800.0,4190.0,150000.0,27000.0,0.5315,3,0.556,Good,2,Mostly Paid,5.6,42,1400.0,No,5.7,Bad
237800.0,19982.11,37300.0,57200.0,0.2405,5,0.638,Fair,3,Mostly Paid,22.0,46,104200.0,No,22.3,Good
40800.0,3844.27,140100.0,51000.0,1.25,7,0.646,Good,2,Mostly Paid,17.9,35,,No,11.3,Bad
53200.0,4468.75,20900.0,20200.0,0.3797,1,0.567,Good,3,Delayed,7.6,63,15200.0,Yes,21.1,Good
284300.0,23738.51,26400.0,7500.0,0.0264,3,0.123,Excellent,0,Mostly Paid,6.8,35,19400.0,No,6.5,Good
70000.0,5841.27,53900.0,10600.0,0.1514,3,0.564,Good,2,Mostly Paid,0.6,19,24000.0,No,0.9,Good
65400.0,5661.45,60100.0,14300.0,0.2187,4,0.357,Fair,3,Defaulted,52.1,71,2100.0,Yes,6.7,Bad
39400.0,3369.67,14300.0,21600.0,0.5482,4,0.922,Poor,5,Defaulted,15.7,52,11600.0,No,9.6,Bad
98600.0,8101.65,98000.0,38700.0,0.3925,3,0.574,Fair,4,Delayed,11.1,33,2500.0,No,4.4,Bad
20900.0,1964.77,75700.0,2900.0,0.1388,3,0.593,Fair,2,Mostly Paid,37.6,58,3000.0,No,16.9,Good
23300.0,1849.23,5600.0,7400.0,0.3176,3,0.823,Fair,4,Delayed,33.7,53,6700.0,No,9.6,Bad
79500.0,6305.3,9800.0,20500.0,0.2579,0,0.558,Good,2,Mostly Paid,13.1,50,3500.0,No,7.6,Good
47200.0,3614.27,29000.0,1900.0,0.0403,8,0.514,Excellent,3,Defaulted,3.2,21,3700.0,No,2.5,Bad
219200.0,18226.45,26600.0,17600.0,0.0803,3,0.228,Excellent,1,Delayed,,50,88200.0,No,23.9,Good
171800.0,14337.27,48100.0,21500.0,0.1251,1,0.491,Good,1,Delayed,,31,74900.0,No,2.1,Good
101300.0,8632.79,8300.0,6600.0,0.0652,4,0.225,Fair,3,Defaulted,17.2,38,1400.0,Yes,5.2,Bad
130800.0,11028.16,41200.0,6400.0,0.0489,4,0.554,Poor,4,All Paid,,65,5300.0,Yes,30.8,Good
91500.0,7640.97,38500.0,1600.0,0.0175,3,0.601,Good,2,Delayed,1.6,37,2800.0,No,13.4,Good
28700.0,2593.97,14300.0,17800.0,0.6202,5,1.0,Poor,6,All Paid,40.5,73,1600.0,No,25.2,Bad
114300.0,9527.55,32400.0,11700.0,0.1024,4,0.377,Fair,1,Mostly Paid,5.0,25,80800.0,Yes,4.7,Good
35300.0,2683.57,13800.0,3600.0,0.102,4,0.286,Poor,3,Delayed,1.7,24,,No,1.1,Bad
45400.0,3481.64,10600.0,3100.0,0.0683,2,0.288,Good,2,Mostly Paid,2.4,20,,No,2.1,Good
131200.0,11189.07,34800.0,25400.0,0.1936,0,0.611,Good,2,Defaulted,8.8,34,109800.0,Yes,11.6,Good
70000.0,5384.29,137800.0,15200.0,0.2171,3,0.522,Good,2,Mostly Paid,0.9,50,11900.0,No,19.3,Good
147800.0,12276.52,14500.0,10400.0,0.0704,3,0.205,Poor,1,Delayed,10.1,65,32500.0,No,35.6,Good
35600.0,3563.03,20400.0,10000.0,0.2809,2,0.725,Good,2,Mostly Paid,2.2,29,3400.0,No,1.6,Good
80800.0,6825.18,15400.0,31100.0,0.3849,3,0.829,Good,3,Mostly Paid,51.2,68,8300.0,No,13.3,Good
25700.0,2099.96,15800.0,3600.0,0.1401,4,0.47,Good,2,Delayed,22.7,39,5100.0,No,7.8,Good
87000.0,6913.11,23100.0,23000.0,0.2644,3,0.332,Good,1,Defaulted,25.6,72,1800.0,No,11.6,Good
113500.0,9781.81,47400.0,23800.0,0.2097,4,0.553,Good,2,All Paid,3.6,39,7200.0,No,14.7,Good
77200.0,6676.1,6400.0,5000.0,0.0648,3,0.247,Excellent,0,Defaulted,17.9,63,3900.0,Yes,29.0,Good
40100.0,3478.63,115200.0,15800.0,0.394,1,0.534,Fair,2,Defaulted,22.8,47,600.0,No,19.2,Bad
22100.0,1841.55,6700.0,10700.0,0.4842,1,0.778,Fair,3,Delayed,5.1,55,3900.0,Yes,11.5,Bad
28300.0,2472.74,79600.0,8900.0,0.3145,5,0.575,Good,2,Mostly Paid,34.3,55,5200.0,No,24.1,Good
83300.0,6911.94,83700.0,9800.0,0.1176,1,0.421,Excellent,1,Mostly Paid,21.4,62,8600.0,No,8.4,Good
197100.0,16230.35,31000.0,120000.0,0.6088,3,0.921,Fair,3,Mostly Paid,42.4,68,12800.0,No,8.9,Good
35000.0,3107.93,10200.0,6400.0,0.1829,5,0.354,Good,3,Mostly Paid,14.7,71,7900.0,No,27.5,Good
106300.0,8848.2,34100.0,9900.0,0.0931,2,0.273,Fair,3,All Paid,5.9,25,3600.0,No,1.1,Good
150900.0,12679.39,39700.0,23800.0,0.1577,4,0.561,Poor,3,All Paid,27.3,44,22600.0,No,20.4,Good
67800.0,5625.78,73300.0,24000.0,0.354,3,0.534,Good,2,Delayed,4.6,44,20300.0,No,8.9,Bad
91900.0,7750.7,33000.0,51600.0,0.5615,3,1.0,Good,5,Defaulted,11.8,51,3800.0,No,14.8,Bad
129700.0,10805.43,23500.0,17200.0,0.1326,4,0.614,Poor,4,Defaulted,14.4,38,36800.0,No,14.1,Bad
39600.0,3281.49,68800.0,3100.0,0.0783,5,0.592,Good,2,Delayed,16.2,47,11800.0,Yes,11.4,Bad
42900.0,3581.0,143600.0,12700.0,0.296,3,0.567,Good,2,Mostly Paid,17.5,50,1000.0,No,13.2,Bad
20000.0,2258.84,41300.0,15200.0,0.76,3,0.849,Fair,3,Defaulted,12.1,45,600.0,Yes,9.6,Bad
234500.0,19702.15,77600.0,14200.0,0.0606,2,0.175,Fair,1,Mostly Paid,34.9,64,171600.0,No,16.3,Good
182200.0,15700.54,37000.0,88800.0,0.4874,3,0.811,Good,4,Defaulted,29.1,50,8300.0,Yes,14.1,Bad
114000.0,9498.38,46000.0,22100.0,0.1939,3,0.518,Fair,2,Delayed,1.4,22,39900.0,No,3.8,Good
25400.0,2054.86,45800.0,12200.0,0.4803,1,1.0,Good,6,All Paid,29.5,65,4700.0,No,36.3,Good
58600.0,4668.49,47700.0,12400.0,0.2116,5,0.368,Excellent,2,Delayed,14.0,36,4100.0,No,9.2,Good
27000.0,2570.65,18600.0,3800.0,0.1407,6,0.474,Good,2,All Paid,2.2,21,1300.0,No,1.7,Good
21000.0,1568.96,35000.0,7500.0,0.3571,1,0.708,Good,2,Defaulted,15.1,52,3400.0,Yes,23.3,Bad
82200.0,7211.91,36600.0,56900.0,0.6922,2,1.0,Good,4,Delayed,6.0,66,9100.0,Yes,28.3,Bad
230600.0,19013.43,18200.0,26700.0,0.1158,7,0.425,Excellent,2,Delayed,13.2,34,55900.0,No,12.2,Good
171600.0,14477.33,20100.0,31800.0,0.1853,4,0.215,Good,2,All Paid,8.2,61,,No,26.9,Good
97600.0,7815.13,55300.0,7600.0,0.0779,2,0.282,Fair,1,Mostly Paid,14.6,45,32400.0,No,21.5,Good
26600.0,2128.28,35600.0,1600.0,0.0602,6,0.186,Excellent,2,All Paid,20.2,47,2200.0,No,21.6,Good
40800.0,3404.42,10700.0,18400.0,0.451,4,0.897,Good,4,Defaulted,2.0,46,17700.0,Yes,20.3,Good
45100.0,3638.84,68600.0,3000.0,0.0665,4,0.204,Good,0,All Paid,1.8,63,16700.0,No,17.2,Good
113600.0,9432.8,80100.0,53700.0,0.4727,2,0.504,Fair,3,All Paid,26.4,70,60600.0,No,19.6,Good
125300.0,10408.76,27000.0,21100.0,0.1684,3,0.405,Good,1,Mostly Paid,1.4,23,15900.0,No,3.7,Good
51600.0,4461.39,13200.0,82200.0,1.593,4,0.635,Fair,4,Delayed,34.3,52,15600.0,No,5.6,Bad
55200.0,4182.65,108200.0,3600.0,0.0652,5,0.162,Excellent,0,Mostly Paid,18.0,58,10400.0,No,13.3,Good
23000.0,1804.08,79900.0,700.0,0.0304,4,0.496,Fair,2,Mostly Paid,13.2,54,2200.0,No,27.8,Bad
42200.0,3767.59,14800.0,1000.0,0.0237,3,0.421,Excellent,2,Mostly Paid,19.9,41,44300.0,No,10.0,Good
59000.0,5029.16,8500.0,31900.0,0.5407,3,0.676,Fair,4,Mostly Paid,17.8,46,1000.0,No,8.4,Bad
28100.0,2595.92,25300.0,4900.0,0.1744,1,0.233,Excellent,1,Mostly Paid,9.1,66,1500.0,No,21.2,Good
59200.0,5085.09,44500.0,100.0,0.0017,5,0.406,Fair,4,Defaulted,25.0,63,26900.0,Yes,13.9,Bad
144700.0,11841.63,11700.0,90200.0,0.6234,1,0.672,Good,3,Defaulted,1.3,70,2300.0,No,33.8,Bad
76600.0,6515.51,30200.0,48100.0,0.6279,2,0.717,Good,2,Defaulted,24.1,48,33900.0,Yes,21.6,Bad
25300.0,2128.37,24400.0,12500.0,0.4941,0,0.565,Good,2,All Paid,32.8,52,6900.0,No,22.7,Good
33800.0,3270.28,82400.0,2900.0,0.0858,5,0.276,Good,1,All Paid,30.7,50,800.0,No,6.7,Good
61800.0,5310.43,24600.0,8600.0,0.1392,1,0.205,Fair,1,Mostly Paid,13.6,69,7400.0,No,17.4,Good
49200.0,4204.67,31700.0,20200.0,0.4106,5,0.567,Poor,3,All Paid,0.2,38,14300.0,No,5.2,Good
48900.0,4208.88,113800.0,9900.0,0.2025,4,0.837,Fair,6,Defaulted,15.5,49,9100.0,Yes,4.2,Bad
69000.0,5843.77,17500.0,3500.0,0.0507,2,0.336,Good,2,Mostly Paid,21.8,40,38400.0,No,14.2,Good
